seq	s	e	gc	n
chr12	33200000	33300000	0.46682	0.0
chr12	33300000	33400000	0.46796	0.0
chr12	33400000	33500000	0.43714	0.0
chr12	33500000	33600000	0.39648	0.0
chr12	33600000	33700000	0.38777	0.0
chr12	33700000	33800000	0.38888	0.0
chr12	33800000	33900000	0.38621	0.0
chr12	33900000	34000000	0.37728	0.0
chr12	34000000	34100000	0.40378	0.0
chr12	34100000	34200000	0.39196	0.0
chr12	34200000	34300000	0.38379	0.0
chr12	34300000	34400000	0.39132	0.0
chr12	34400000	34500000	0.37762	0.0
chr12	34500000	34600000	0.37983	0.0
chr12	34600000	34700000	0.38852	0.0
chr12	34700000	34800000	0.39158	0.0
chr12	34800000	34900000	0.39621	0.0
chr12	34900000	35000000	0.41801	0.0
chr12	35000000	35100000	0.4064	0.0
chr12	35100000	35200000	0.36995	0.0
chr12	35200000	35300000	0.41899	0.0
chr12	35300000	35400000	0.39972	0.0
chr12	35400000	35500000	0.38573	0.0
chr12	35500000	35600000	0.40529	0.0
chr12	35600000	35700000	0.38818	0.0
chr12	35700000	35800000	0.39568	0.0
chr12	35800000	35900000	0.40387	0.0
chr12	35900000	36000000	0.41075	0.0
chr12	36000000	36100000	0.41	0.0
chr12	36100000	36200000	0.41693	0.0
chr12	36200000	36300000	0.41963	0.0
chr12	36300000	36400000	0.40898	0.0
chr12	36400000	36500000	0.40002	0.0
chr12	36500000	36600000	0.38658	0.0
chr12	36600000	36700000	0.38343	0.0
chr12	36700000	36800000	0.39019	0.0
chr12	36800000	36900000	0.3703	0.0
chr12	36900000	37000000	0.36937	0.0
chr12	37000000	37100000	0.3734	0.0
chr12	37100000	37200000	0.37033	0.0
chr12	37200000	37300000	0.37392	0.0
chr12	37300000	37400000	0.3598	0.0
chr12	37400000	37500000	0.36798	0.0
chr12	37500000	37600000	0.36615	0.0
chr12	37600000	37700000	0.36699	0.0
chr12	37700000	37800000	0.37083	0.0
chr12	37800000	37900000	0.37292	0.0
chr12	37900000	38000000	0.36947	0.0
chr12	38000000	38100000	0.38063	0.0
chr12	38100000	38200000	0.36807	0.0
chr12	38200000	38300000	0.35404	0.0
chr12	38300000	38400000	0.35989	0.0
chr12	38400000	38500000	0.36068	0.0
chr12	38500000	38600000	0.37524	0.0
chr12	38600000	38700000	0.37237	0.0
chr12	38700000	38800000	0.38418	0.0
chr12	38800000	38900000	0.3866	0.0
chr12	38900000	39000000	0.38463	0.0
chr12	39000000	39100000	0.38098	0.0
chr12	39100000	39200000	0.36736	0.0
chr12	39200000	39300000	0.37284	0.0
chr12	39300000	39400000	0.36696	0.0
chr12	39400000	39500000	0.36874	0.0
chr12	39500000	39600000	0.38204	0.0
chr12	39600000	39700000	0.38316	0.0
chr12	39700000	39800000	0.37869	0.0
chr12	39800000	39900000	0.39305	0.0
chr12	39900000	40000000	0.39192	0.0
chr12	40000000	40100000	0.41132	0.0
chr12	40100000	40200000	0.39943	0.0
chr12	40200000	40300000	0.4154	0.0
chr12	40300000	40400000	0.41655	0.0
chr12	40400000	40500000	0.41749	0.0
chr12	40500000	40600000	0.40942	0.0
chr12	40600000	40700000	0.40426	0.0
chr12	40700000	40800000	0.40082	0.0
chr12	40800000	40900000	0.41511	0.0
chr12	40900000	41000000	0.42336	0.0
chr12	41000000	41100000	0.40388	0.0
chr12	41100000	41200000	0.39525	0.0
chr12	41200000	41300000	0.38511	0.0
chr12	41300000	41400000	0.39467	0.0
chr12	41400000	41500000	0.38702	0.0
chr12	41500000	41600000	0.38427	0.0
chr12	41600000	41700000	0.37768	0.0
chr12	41700000	41800000	0.38366	0.0
chr12	41800000	41900000	0.38685	0.0
chr12	41900000	42000000	0.38489	0.0
chr12	42000000	42100000	0.38723	0.0
chr12	42100000	42200000	0.37607	0.0
chr12	42200000	42300000	0.37115	0.0
chr12	42300000	42400000	0.37638	0.0
chr12	42400000	42500000	0.37614	0.0
chr12	42500000	42600000	0.36703	0.0
chr12	42600000	42700000	0.37389	0.0
chr12	42700000	42800000	0.37013	0.0
chr12	42800000	42900000	0.37714	0.0
chr12	42900000	43000000	0.37886	0.0
chr12	43000000	43100000	0.35943	0.0
chr12	43100000	43200000	0.36043	0.0
chr12	43200000	43300000	0.36163	0.0
chr12	43300000	43400000	0.35962	0.0
chr12	43400000	43500000	0.36536	0.0
chr12	43500000	43600000	0.3623	0.0
chr12	43600000	43700000	0.36962	0.0
chr12	43700000	43800000	0.3946	0.0
chr12	43800000	43900000	0.38129	0.0
chr12	43900000	44000000	0.38665	0.0
chr12	44000000	44100000	0.40238	0.0
chr12	44100000	44200000	0.39435	0.0
chr12	44200000	44300000	0.40395	0.0
chr12	44300000	44400000	0.3976	0.0
chr12	44400000	44500000	0.40587	0.0
chr12	44500000	44600000	0.40038	0.0
chr12	44600000	44700000	0.40349	0.0
chr12	44700000	44800000	0.39937	0.0
chr12	44800000	44900000	0.40465	0.0
chr12	44900000	45000000	0.39672	0.0
chr12	45000000	45100000	0.39827	0.0
chr12	45100000	45200000	0.40627	0.0
chr12	45200000	45300000	0.39315	0.0
chr12	45300000	45400000	0.38813	0.0
chr12	45400000	45500000	0.37892	0.0
chr12	45500000	45600000	0.37859	0.0
chr12	45600000	45700000	0.38858	0.0
chr12	45700000	45800000	0.37491	0.0
chr12	45800000	45900000	0.37234	0.0
chr12	45900000	46000000	0.37245	0.0
chr12	46000000	46100000	0.38412	0.0
chr12	46100000	46200000	0.37362	0.0
chr12	46200000	46300000	0.38249	0.0
chr12	46300000	46400000	0.38416	0.0
chr12	46400000	46500000	0.38199	0.0
chr12	46500000	46600000	0.37142	0.0
chr12	46600000	46700000	0.38466	0.0
chr12	46700000	46800000	0.3662	0.0
chr12	46800000	46900000	0.36937	0.0
chr12	46900000	47000000	0.36561	0.0
chr12	47000000	47100000	0.36631	0.0
chr12	47100000	47200000	0.36917	0.0
chr12	47200000	47300000	0.3641	0.0
chr12	47300000	47400000	0.3757	0.0
chr12	47400000	47500000	0.36901	0.0
chr12	47500000	47600000	0.35789	0.0
chr12	47600000	47700000	0.36561	0.0
chr12	47700000	47800000	0.35919	0.0
chr12	47800000	47900000	0.362	0.0
chr12	47900000	48000000	0.37741	0.0
chr12	48000000	48100000	0.3672	0.0
chr12	48100000	48200000	0.36078	0.0
chr12	48200000	48300000	0.36629	0.0
chr12	48300000	48400000	0.36807	0.0
chr12	48400000	48500000	0.38032	0.0
chr12	48500000	48600000	0.37685	0.0
chr12	48600000	48700000	0.36455	0.0
chr12	48700000	48800000	0.35815	0.0
chr12	48800000	48900000	0.36127	0.0
chr12	48900000	49000000	0.36994	0.0
chr12	49000000	49100000	0.37666	0.0
chr12	49100000	49200000	0.37968	0.0
chr12	49200000	49300000	0.38962	0.0
chr12	49300000	49400000	0.3922	0.0
chr12	49400000	49500000	0.38999	0.0
chr12	49500000	49600000	0.38246	0.0
chr12	49600000	49700000	0.3837	0.0
chr12	49700000	49800000	0.37471	0.0
chr12	49800000	49900000	0.3768	0.0
chr12	49900000	50000000	0.36365	0.0
chr12	50000000	50100000	0.36242	0.0
chr12	50100000	50200000	0.36362	0.0
chr12	50200000	50300000	0.37465	0.0
chr12	50300000	50400000	0.37369	0.0
chr12	50400000	50500000	0.38313	0.0
chr12	50500000	50600000	0.39003	0.0
chr12	50600000	50700000	0.4048	0.0
chr12	50700000	50800000	0.38784	0.0
chr12	50800000	50900000	0.38151	0.0
chr12	50900000	51000000	0.4001	0.0
chr12	51000000	51100000	0.40896	0.0
chr12	51100000	51200000	0.40975	0.0
chr12	51200000	51300000	0.40326	0.0
chr12	51300000	51400000	0.41822	0.0
chr12	51400000	51500000	0.39387	0.0
chr12	51500000	51600000	0.4344	0.0
chr12	51600000	51700000	0.39905	0.0
chr12	51700000	51800000	0.41986	0.0
chr12	51800000	51900000	0.40984	0.0
chr12	51900000	52000000	0.42906	0.0
chr12	52000000	52100000	0.42383	0.0
chr12	52100000	52200000	0.40783	0.0
chr12	52200000	52300000	0.40349	0.0
chr12	52300000	52400000	0.41617	0.0
chr12	52400000	52500000	0.44099	0.0
chr12	52500000	52600000	0.3871	0.0
chr12	52600000	52700000	0.39594	0.0
chr12	52700000	52800000	0.4171	0.0
chr12	52800000	52900000	0.41725	0.0
chr12	52900000	53000000	0.43546	0.0
chr12	53000000	53100000	0.38887	0.0
chr12	53100000	53200000	0.39834	0.0
chr12	53200000	53300000	0.4187	0.0
chr12	53300000	53400000	0.41053	0.0
chr12	53400000	53500000	0.40267	0.0
chr12	53500000	53600000	0.3903	0.0
chr12	53600000	53700000	0.40535	0.0
chr12	53700000	53800000	0.41084	0.0
chr12	53800000	53900000	0.42907	0.0
chr12	53900000	54000000	0.41095	0.0
chr12	54000000	54100000	0.42606	0.0
chr12	54100000	54200000	0.43845	0.0
chr12	54200000	54300000	0.44506	0.0
chr12	54300000	54400000	0.43767	0.0
chr12	54400000	54500000	0.44264	0.0
chr12	54500000	54600000	0.43486	0.0
chr12	54600000	54700000	0.43907	0.0
chr12	54700000	54800000	0.45499	0.0
chr12	54800000	54900000	0.44231	0.0
chr12	54900000	55000000	0.42138	0.0
chr12	55000000	55100000	0.42922	0.0
chr12	55100000	55200000	0.41151	0.0
chr12	55200000	55300000	0.40698	0.0
chr12	55300000	55400000	0.4278	0.0
chr12	55400000	55500000	0.4506	0.0
chr12	55500000	55600000	0.46352	0.0
chr12	55600000	55700000	0.41564	0.0
chr12	55700000	55800000	0.3724	0.0
chr12	55800000	55900000	0.39384	0.0
chr12	55900000	56000000	0.4151	0.0
chr12	56000000	56100000	0.40755	0.0
chr12	56100000	56200000	0.40149	0.0
chr12	56200000	56300000	0.40499	0.0
chr12	56300000	56400000	0.40876	0.0
chr12	56400000	56500000	0.40587	0.0
chr12	56500000	56600000	0.43031	0.0
chr12	56600000	56700000	0.42021	0.0
chr12	56700000	56800000	0.42843	0.0
chr12	56800000	56900000	0.40326	0.0
chr12	56900000	57000000	0.40608	0.0
chr12	57000000	57100000	0.39582	0.0
chr12	57100000	57200000	0.38406	0.0
chr12	57200000	57300000	0.40227	0.0
chr12	57300000	57400000	0.36874	0.0
chr12	57400000	57500000	0.38468	0.0
chr12	57500000	57600000	0.41753	0.0
chr12	57600000	57700000	0.40791	0.0
chr12	57700000	57800000	0.39881	0.0
chr12	57800000	57900000	0.39973	0.0
chr12	57900000	58000000	0.38835	0.0
chr12	58000000	58100000	0.37662	0.0
chr12	58100000	58200000	0.39157	0.0
chr12	58200000	58300000	0.39356	0.0
chr12	58300000	58400000	0.3826	0.0
chr12	58400000	58500000	0.38077	0.0
chr12	58500000	58600000	0.38985	0.0
chr12	58600000	58700000	0.38829	0.0
chr12	58700000	58800000	0.3964	0.0
chr12	58800000	58900000	0.40706	0.0
chr12	58900000	59000000	0.4102	0.0
chr12	59000000	59100000	0.41169	0.0
chr12	59100000	59200000	0.42249	0.0
chr12	59200000	59300000	0.41411	0.0
chr12	59300000	59400000	0.41245	0.0
chr12	59400000	59500000	0.41008	0.0
chr12	59500000	59600000	0.39842	0.0
chr12	59600000	59700000	0.39297	0.0
chr12	59700000	59800000	0.39206	0.0
chr12	59800000	59900000	0.38549	0.0
chr12	59900000	60000000	0.36846	0.0
chr12	60000000	60100000	0.37264	0.0
chr12	60100000	60200000	0.37094	0.0
chr12	60200000	60300000	0.37134	0.0
chr12	60300000	60400000	0.37499	0.0
chr12	60400000	60500000	0.37443	0.0
chr12	60500000	60600000	0.37323	0.0
chr12	60600000	60700000	0.35452	0.0
chr12	60700000	60800000	0.37268	0.0
chr12	60800000	60900000	0.36249	0.0
chr12	60900000	61000000	0.3629	0.0
chr12	61000000	61100000	0.35563	0.0
chr12	61100000	61200000	0.37026	0.0
chr12	61200000	61300000	0.37032	0.0
chr12	61300000	61400000	0.3688	0.0
chr12	61400000	61500000	0.3728	0.0
chr12	61500000	61600000	0.37333	0.0
chr12	61600000	61700000	0.36545	0.0
chr12	61700000	61800000	0.36392	0.0
chr12	61800000	61900000	0.35264	0.0
chr12	61900000	62000000	0.35774	0.0
chr12	62000000	62100000	0.38042	0.0
chr12	62100000	62200000	0.37716	0.0
chr12	62200000	62300000	0.37589	0.0
chr12	62300000	62400000	0.3658	0.0
chr12	62400000	62500000	0.3629	0.0
chr12	62500000	62600000	0.37538	0.0
chr12	62600000	62700000	0.36061	0.0
chr12	62700000	62800000	0.3631	0.0
chr12	62800000	62900000	0.35751	0.0
chr12	62900000	63000000	0.35409	0.0
chr12	63000000	63100000	0.38201	0.0
chr12	63100000	63200000	0.36636	0.0
chr12	63200000	63300000	0.36833	0.0
chr12	63300000	63400000	0.36358	0.0
chr12	63400000	63500000	0.36542	0.0
chr12	63500000	63600000	0.36644	0.0
chr12	63600000	63700000	0.36299	0.0
chr12	63700000	63800000	0.37115	0.0
chr12	63800000	63900000	0.35892	0.0
chr12	63900000	64000000	0.36224	0.0
chr12	64000000	64100000	0.36289	0.0
chr12	64100000	64200000	0.36888	0.0
chr12	64200000	64300000	0.36563	0.0
chr12	64300000	64400000	0.37514	0.0
chr12	64400000	64500000	0.38818	0.0
chr12	64500000	64600000	0.38648	0.0
chr12	64600000	64700000	0.38814	0.0
chr12	64700000	64800000	0.39203	0.0
chr12	64800000	64900000	0.395	0.0
chr12	64900000	65000000	0.39836	0.0
chr12	65000000	65100000	0.3858	0.0
chr12	65100000	65200000	0.39944	0.0
chr12	65200000	65300000	0.40429	0.0
chr12	65300000	65400000	0.39606	0.0
chr12	65400000	65500000	0.39438	0.0
chr12	65500000	65600000	0.39034	0.0
chr12	65600000	65700000	0.38305	0.0
chr12	65700000	65800000	0.3682	0.0
chr12	65800000	65900000	0.38403	0.0
chr12	65900000	66000000	0.36966	0.0
chr12	66000000	66100000	0.36325	0.0
chr12	66100000	66200000	0.36659	0.0
chr12	66200000	66300000	0.37798	0.0
chr12	66300000	66400000	0.39115	0.0
chr12	66400000	66500000	0.38029	0.0
chr12	66500000	66600000	0.35353	0.0
chr12	66600000	66700000	0.36599	0.0
chr12	66700000	66800000	0.35767	0.0
chr12	66800000	66900000	0.36851	0.0
chr12	66900000	67000000	0.36386	0.0
chr12	67000000	67100000	0.36083	0.0
chr12	67100000	67200000	0.3582	0.0
chr12	67200000	67300000	0.38048	0.0
chr12	67300000	67400000	0.37903	0.0
chr12	67400000	67500000	0.36641	0.0
chr12	67500000	67600000	0.37378	0.0
chr12	67600000	67700000	0.37934	0.0
chr12	67700000	67800000	0.38404	0.0
chr12	67800000	67900000	0.3751	0.0
chr12	67900000	68000000	0.36636	0.0
chr12	68000000	68100000	0.36496	0.0
chr12	68100000	68200000	0.37518	0.0
chr12	68200000	68300000	0.37078	0.0
chr12	68300000	68400000	0.3681	0.0
chr12	68400000	68500000	0.38002	0.0
chr12	68500000	68600000	0.38066	0.0
chr12	68600000	68700000	0.39375	0.0
chr12	68700000	68800000	0.39879	0.0
chr12	68800000	68900000	0.40649	0.0
chr12	68900000	69000000	0.41643	0.0
chr12	69000000	69100000	0.41416	0.0
chr12	69100000	69200000	0.43318	0.0
chr12	69200000	69300000	0.44176	0.0
chr12	69300000	69400000	0.41604	0.0
chr12	69400000	69500000	0.43779	0.0
chr12	69500000	69600000	0.47583	0.0
chr12	69600000	69700000	0.42008	0.0
chr12	69700000	69800000	0.42414	0.0
chr12	69800000	69900000	0.43503	0.0
chr12	69900000	70000000	0.4188	0.0
chr12	70000000	70100000	0.42233	0.0
chr12	70100000	70200000	0.45636	0.0
chr12	70200000	70300000	0.44814	0.0
chr12	70300000	70400000	0.43764	0.0
chr12	70400000	70500000	0.42465	0.0
chr12	70500000	70600000	0.42449	0.0
chr12	70600000	70700000	0.43263	0.0
chr12	70700000	70800000	0.44075	0.0
chr12	70800000	70900000	0.43711	0.0
chr12	70900000	71000000	0.44695	0.0
chr12	71000000	71100000	0.41715	0.0
chr12	71100000	71200000	0.435	0.0
chr12	71200000	71300000	0.41507	0.0
chr12	71300000	71400000	0.44448	0.0
chr12	71400000	71500000	0.44009	0.0
chr12	71500000	71600000	0.4342	0.0
chr12	71600000	71700000	0.43189	0.0
chr12	71700000	71800000	0.41835	0.0
chr12	71800000	71900000	0.43572	0.0
chr12	71900000	72000000	0.45047	0.0
chr12	72000000	72100000	0.44171	0.0
chr12	72100000	72200000	0.42989	0.0
chr12	72200000	72300000	0.42628	0.0
chr12	72300000	72400000	0.43701	0.0
chr12	72400000	72500000	0.42881	0.0
chr12	72500000	72600000	0.39694	0.0
chr12	72600000	72700000	0.42409	0.0
chr12	72700000	72800000	0.43745	0.0
chr12	72800000	72900000	0.42967	0.0
chr12	72900000	73000000	0.39198	0.0
chr12	73000000	73100000	0.43917	0.0
chr12	73100000	73200000	0.42572	0.0
chr12	73200000	73300000	0.38866	0.0
chr12	73300000	73400000	0.41747	0.0
chr12	73400000	73500000	0.45175	0.0
chr12	73500000	73600000	0.45271	0.0
chr12	73600000	73700000	0.44728	0.0
chr12	73700000	73800000	0.45429	0.0
chr12	73800000	73900000	0.44719	0.0
chr12	73900000	74000000	0.40093	0.0
chr12	74000000	74100000	0.43422	0.0
chr12	74100000	74200000	0.42252	0.0
chr12	74200000	74300000	0.41011	0.0
chr12	74300000	74400000	0.42332	0.0
chr12	74400000	74500000	0.41172	0.0
chr12	74500000	74600000	0.39151	0.0
chr12	74600000	74700000	0.38412	0.0
chr12	74700000	74800000	0.38877	0.0
chr12	74800000	74900000	0.38908	0.0
chr12	74900000	75000000	0.39295	0.0
chr12	75000000	75100000	0.38059	0.0
chr12	75100000	75200000	0.39612	0.0
chr12	75200000	75300000	0.40921	0.0
chr12	75300000	75400000	0.42431	0.0
chr12	75400000	75500000	0.44289	0.0
chr12	75500000	75600000	0.40983	0.0
chr12	75600000	75700000	0.43165	0.0
chr12	75700000	75800000	0.43151	0.0
chr12	75800000	75900000	0.44564	0.0
chr12	75900000	76000000	0.42985	0.0
chr12	76000000	76100000	0.4434	0.0
chr12	76100000	76200000	0.45576	0.0
chr12	76200000	76300000	0.4348	0.0
chr12	76300000	76400000	0.4534	0.0
chr12	76400000	76500000	0.443	0.0
chr12	76500000	76600000	0.46842	0.0
chr12	76600000	76700000	0.50647	0.0
chr12	76700000	76800000	0.45999	0.0
chr12	76800000	76900000	0.45699	0.0
chr12	76900000	77000000	0.47034	0.0
chr12	77000000	77100000	0.45919	0.0
chr12	77100000	77200000	0.43915	0.0
chr12	77200000	77300000	0.41622	0.0
chr12	77300000	77400000	0.3662	0.0
chr12	77400000	77500000	0.37658	0.0
chr12	77500000	77600000	0.43226	0.0
chr12	77600000	77700000	0.43759	0.0
chr12	77700000	77800000	0.43848	0.0
chr12	77800000	77900000	0.43174	0.0
chr12	77900000	78000000	0.42023	0.0
chr12	78000000	78100000	0.40625	0.0
chr12	78100000	78200000	0.41377	0.0
chr12	78200000	78300000	0.38324	0.0
chr12	78300000	78400000	0.37584	0.0
chr12	78400000	78500000	0.36488	0.0
chr12	78500000	78600000	0.35694	0.0
chr12	78600000	78700000	0.36756	0.0
chr12	78700000	78800000	0.40126	0.0
chr12	78800000	78900000	0.37486	0.0
chr12	78900000	79000000	0.43999	0.0
chr12	79000000	79100000	0.46622	0.0
chr12	79100000	79200000	0.45569	0.0
chr12	79200000	79300000	0.43888	0.0
chr12	79300000	79400000	0.43159	0.0
chr12	79400000	79500000	0.40157	0.0
chr12	79500000	79600000	0.40628	0.0
chr12	79600000	79700000	0.42177	0.0
chr12	79700000	79800000	0.43268	0.0
chr12	79800000	79900000	0.45639	0.0
chr12	79900000	80000000	0.46259	0.0
chr12	80000000	80100000	0.46526	0.0
chr12	80100000	80200000	0.47241	0.0
chr12	80200000	80300000	0.48764	0.0
chr12	80300000	80400000	0.46737	0.0
chr12	80400000	80500000	0.43327	0.0
chr12	80500000	80600000	0.45033	0.0
chr12	80600000	80700000	0.46415	0.0
chr12	80700000	80800000	0.46699	0.0
chr12	80800000	80900000	0.43378	0.0
chr12	80900000	81000000	0.43997	0.0
chr12	81000000	81100000	0.45391	0.0
chr12	81100000	81200000	0.44596	0.0
chr12	81200000	81300000	0.45411	0.0
chr12	81300000	81400000	0.43427	0.0
chr12	81400000	81500000	0.40906	0.0
chr12	81500000	81600000	0.39438	0.0
chr12	81600000	81700000	0.42945	0.0
chr12	81700000	81800000	0.47013	0.0
chr12	81800000	81900000	0.45888	0.0
chr12	81900000	82000000	0.423	0.0
chr12	82000000	82100000	0.45447	0.0
chr12	82100000	82200000	0.45527	0.0
chr12	82200000	82300000	0.44169	0.0
chr12	82300000	82400000	0.43173	0.0
chr12	82400000	82500000	0.44905	0.0
chr12	82500000	82600000	0.44159	0.0
chr12	82600000	82700000	0.44316	0.0
chr12	82700000	82800000	0.43355	0.0
chr12	82800000	82900000	0.43241	0.0
chr12	82900000	83000000	0.4262	0.0
chr12	83000000	83100000	0.44974	0.0
chr12	83100000	83200000	0.46306	0.0
chr12	83200000	83300000	0.47123	0.0
chr12	83300000	83400000	0.46719	0.0
chr12	83400000	83500000	0.46085	0.0
chr12	83500000	83600000	0.47481	0.0
chr12	83600000	83700000	0.43171	0.0
chr12	83700000	83800000	0.42776	0.0
chr12	83800000	83900000	0.45316	0.0
chr12	83900000	84000000	0.42285	0.0
chr12	84000000	84100000	0.45723	0.0
chr12	84100000	84200000	0.44111	0.0
chr12	84200000	84300000	0.48984	0.0
chr12	84300000	84400000	0.43623	0.0
chr12	84400000	84500000	0.44446	0.0
chr12	84500000	84600000	0.42546	0.0
chr12	84600000	84700000	0.48055	0.0
chr12	84700000	84800000	0.47691	0.0
chr12	84800000	84900000	0.48967	0.0
chr12	84900000	85000000	0.47683	0.0
chr12	85000000	85100000	0.41444	0.0
chr12	85100000	85200000	0.45253	0.0
chr12	85200000	85300000	0.4848	0.0
chr12	85300000	85400000	0.43715	0.0
chr12	85400000	85500000	0.45239	0.0
chr12	85500000	85600000	0.47038	0.0
chr12	85600000	85700000	0.48585	0.0
chr12	85700000	85800000	0.46377	0.0
chr12	85800000	85900000	0.45059	0.0
chr12	85900000	86000000	0.42714	0.0
chr12	86000000	86100000	0.44549	0.0
chr12	86100000	86200000	0.48387	0.0
chr12	86200000	86300000	0.47181	0.0
chr12	86300000	86400000	0.45965	0.0
chr12	86400000	86500000	0.48566	0.0
chr12	86500000	86600000	0.48622	0.0
chr12	86600000	86700000	0.46611	0.0
chr12	86700000	86800000	0.47182	0.0
chr12	86800000	86900000	0.49023	0.0
chr12	86900000	87000000	0.48454	0.0
chr12	87000000	87100000	0.48182	0.0
chr12	87100000	87200000	0.47749	0.0
chr12	87200000	87300000	0.43747	0.0
chr12	87300000	87400000	0.44657	0.0
chr12	87400000	87500000	0.43213	0.0
chr12	87500000	87600000	0.42974	0.0
chr12	87600000	87700000	0.41278	0.0
chr12	87700000	87800000	0.4283625	0.2
chr12	87800000	87900000	0.42203	0.0
chr12	87900000	88000000	0.41582	0.0
chr12	88000000	88100000	0.4305	0.0
chr12	88100000	88200000	0.42069	0.0
chr12	88200000	88300000	0.42457	0.0
chr12	88300000	88400000	0.46042	0.0
chr12	88400000	88500000	0.45202	0.0
chr12	88500000	88600000	0.41005	0.0
chr12	88600000	88700000	0.41832	0.0
chr12	88700000	88800000	0.43273	0.0
chr12	88800000	88900000	0.40379	0.0
chr12	88900000	89000000	0.40105	0.0
chr12	89000000	89100000	0.39555	0.0
chr12	89100000	89200000	0.39477	0.0
chr12	89200000	89300000	0.39352	0.0
chr12	89300000	89400000	0.37867	0.0
chr12	89400000	89500000	0.39257	0.0
chr12	89500000	89600000	0.38541	0.0
chr12	89600000	89700000	0.38804	0.0
chr12	89700000	89800000	0.39536	0.0
chr12	89800000	89900000	0.37986	0.0
chr12	89900000	90000000	0.38285	0.0
chr12	90000000	90100000	0.3912	0.0
chr12	90100000	90200000	0.38568	0.0
chr12	90200000	90300000	0.37573	0.0
chr12	90300000	90400000	0.38517	0.0
chr12	90400000	90500000	0.38682	0.0
chr12	90500000	90600000	0.38508	0.0
chr12	90600000	90700000	0.38323	0.0
chr12	90700000	90800000	0.38872	0.0
chr12	90800000	90900000	0.39879	0.0
chr12	90900000	91000000	0.3984	0.0
chr12	91000000	91100000	0.40253	0.0
chr12	91100000	91200000	0.40781	0.0
chr12	91200000	91300000	0.40773	0.0
chr12	91300000	91400000	0.42203	0.0
chr12	91400000	91500000	0.41544	0.0
chr12	91500000	91600000	0.42297	0.0
chr12	91600000	91700000	0.44981	0.0
chr12	91700000	91800000	0.4538	0.0
chr12	91800000	91900000	0.4217	0.0
chr12	91900000	92000000	0.41473	0.0
chr12	92000000	92100000	0.39307	0.0
chr12	92100000	92200000	0.397	0.0
chr12	92200000	92300000	0.39328	0.0
chr12	92300000	92400000	0.38182	0.0
chr12	92400000	92500000	0.37736	0.0
chr12	92500000	92600000	0.3705	0.0
chr12	92600000	92700000	0.3703	0.0
chr12	92700000	92800000	0.37686	0.0
chr12	92800000	92900000	0.37235	0.0
chr12	92900000	93000000	0.36522	0.0
chr12	93000000	93100000	0.37653	0.0
chr12	93100000	93200000	0.36694	0.0
chr12	93200000	93300000	0.37848	0.0
chr12	93300000	93400000	0.3655	0.0
chr12	93400000	93500000	0.36953	0.0
chr12	93500000	93600000	0.37177	0.0
chr12	93600000	93700000	0.35883	0.0
chr12	93700000	93800000	0.35588	0.0
chr12	93800000	93900000	0.37154	0.0
chr12	93900000	94000000	0.36184	0.0
chr12	94000000	94100000	0.38137	0.0
chr12	94100000	94200000	0.36222	0.0
chr12	94200000	94300000	0.37476	0.0
chr12	94300000	94400000	0.36406	0.0
chr12	94400000	94500000	0.36108	0.0
chr12	94500000	94600000	0.37213	0.0
chr12	94600000	94700000	0.37497	0.0
chr12	94700000	94800000	0.36694	0.0
chr12	94800000	94900000	0.36743	0.0
chr12	94900000	95000000	0.36078	0.0
chr12	95000000	95100000	0.37152	0.0
chr12	95100000	95200000	0.3637	0.0
chr12	95200000	95300000	0.37367	0.0
chr12	95300000	95400000	0.37917	0.0
chr12	95400000	95500000	0.37751	0.0
chr12	95500000	95600000	0.38739	0.0
chr12	95600000	95700000	0.38585	0.0
chr12	95700000	95800000	0.38895	0.0
chr12	95800000	95900000	0.37133	0.0
chr12	95900000	96000000	0.37828	0.0
chr12	96000000	96100000	0.38683	0.0
chr12	96100000	96200000	0.37127	0.0
chr12	96200000	96300000	0.3627	0.0
chr12	96300000	96400000	0.36518	0.0
chr12	96400000	96500000	0.36722	0.0
chr12	96500000	96600000	0.36055	0.0
chr12	96600000	96700000	0.36032	0.0
chr12	96700000	96800000	0.36099	0.0
chr12	96800000	96900000	0.37275	0.0
chr12	96900000	97000000	0.37587	0.0
chr12	97000000	97100000	0.3651	0.0
chr12	97100000	97200000	0.37056	0.0
chr12	97200000	97300000	0.37229	0.0
chr12	97300000	97400000	0.37786	0.0
chr12	97400000	97500000	0.37183	0.0
chr12	97500000	97600000	0.39022	0.0
chr12	97600000	97700000	0.38784	0.0
chr12	97700000	97800000	0.39496	0.0
chr12	97800000	97900000	0.40314	0.0
chr12	97900000	98000000	0.41503	0.0
chr12	98000000	98100000	0.4109	0.0
chr12	98100000	98200000	0.42655	0.0
chr12	98200000	98300000	0.4131	0.0
chr12	98300000	98400000	0.4329	0.0
chr12	98400000	98500000	0.43795	0.0
chr12	98500000	98600000	0.42569	0.0
chr12	98600000	98700000	0.43537	0.0
chr12	98700000	98800000	0.40876	0.0
chr12	98800000	98900000	0.39313	0.0
chr12	98900000	99000000	0.43212	0.0
chr12	99000000	99100000	0.44928	0.0
chr12	99100000	99200000	0.46185	0.0
chr12	99200000	99300000	0.47082	0.0
chr12	99300000	99400000	0.47322	0.0
chr12	99400000	99500000	0.4575	0.0
chr12	99500000	99600000	0.44228	0.0
chr12	99600000	99700000	0.43427	0.0
chr12	99700000	99800000	0.43536	0.0
